B_2,B_3,B_4,B_5,B_9,B_10,B_14,B_15,B_16,B_17,B_18,B_19,B_20,B_21,B_22,B_23,B_24,B_25,Class,B_6,B_7,B_8,B_11,B_12,B_13,Rotation_SPEED_SETUP,rolling_SETUP,Coolant_SETUP,Airflow_SETUP,UW_SETUP,RW_SETUP
0.001,-0.0003,100,518.67,14.62,21.61,1.3,47.3,522.3,2388.03,8145.73,8.3961,0.03,391,2388,100,39.13,23.3766,0,641.92,1583.98,1394.11,554.42,2388.02,9058.76,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0006,-0.0002,100,518.67,14.62,21.61,1.3,47.45,520.96,2388.1,8141.09,8.4021,0.03,393,2388,100,38.81,23.3289,0,642.4911737,1591.518676,1408.189251,553.1795182,2388.098426,9055.750104,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0013,0.0001,100,518.67,14.62,21.61,1.3,47.48,520.94,2388.1,8150.12,8.4698,0.03,394,2388,100,38.79,23.2105,0,642.6,1597.6,1409.75,553.3,2388.1,9081.31,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0013,-0.0002,100,518.67,14.62,21.61,1.3,47.21,522.68,2387.99,8143.74,8.3889,0.03,390,2388,100,39.16,23.4004,0,642.0046254,1583.707677,1395.259974,554.2069354,2388.002915,9067.383398,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.004,-0.0004,100,518.67,14.62,21.61,1.3,47.45,522.07,2388.02,8143.22,8.4215,0.03,391,2388,100,38.95,23.3598,0,642.2,1589.71,1398.08,554.91,2387.99,9068.64,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0023,0.0,100,518.67,14.62,21.61,1.3,47.69,521.26,2388.12,8149.62,8.4858,0.03,394,2388,100,38.56,23.0672,0,643.24,1593.42,1418.33,553.44,2388.14,9062.75,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0007,0.0002,100,518.67,14.62,21.61,1.3,47.36,521.02,2388.08,8133.87,8.4327,0.03,394,2388,100,38.74,23.368,0,642.31,1591.19,1403.01,554.31,2388.09,9046.62,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0047,-0.0004,100,518.67,14.62,21.61,1.3,47.38,522.11,2387.99,8145.66,8.3764,0.03,391,2388,100,38.95,23.4285,0,642.55,1581.69,1395.74,554.45,2387.99,9068.46,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0001,-0.0005,100,518.67,14.62,21.61,1.3,47.62,521.19,2388.14,8150.57,8.4124,0.03,394,2388,100,38.9,23.3466,0,643.21,1594.06,1406.27,554.0,2388.1,9067.74,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0022,-0.0001,100,518.67,14.62,21.61,1.3,47.57,521.75,2388.07,8148.34,8.4367,0.03,393,2388,100,38.87,23.2885,0,642.4,1579.94,1401.11,553.66,2388.07,9070.68,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0002,0.0,100,518.67,14.62,21.61,1.3,47.34,521.82,2388.06,8131.38,8.421,0.03,393,2388,100,38.92,23.2912,0,642.5,1590.36,1408.59,554.29,2388.09,9049.58,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.001,-0.0002,100,518.67,14.62,21.61,1.3,47.43,522.42,2388.01,8149.12,8.4574,0.03,393,2388,100,38.8,23.3367,0,642.36,1583.1,1406.13,554.05,2388.05,9070.65,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0023,-0.0004,100,518.67,14.62,21.61,1.3,48.0,520.09,2388.21,8141.72,8.5054,0.03,395,2388,100,38.51,23.0636,1,643.47,1600.6,1433.5,551.66,2388.18,9074.17,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0047,0.0001,100,518.67,14.62,21.61,1.3,47.92,520.73,2388.11,8139.72,8.4511,0.03,395,2388,100,38.69,23.314,0,643.17,1598.01,1418.37,553.52,2388.14,9059.68,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0002,0.0004,100,518.67,14.62,21.61,1.3,48.05,519.29,2388.2,8143.57,8.5172,0.03,395,2388,100,38.71,23.0966,1,643.17,1601.99,1417.47,552.29,2388.17,9073.09,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0021,-0.0002,100,518.67,14.62,21.61,1.3,47.35,522.29,2388.03,8143.21,8.4048,0.03,392,2388,100,39.0,23.4413,0,642.41,1586.47,1400.21,554.24,2388.05,9056.02,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0004,0.0001,100,518.67,14.62,21.61,1.3,47.69,520.88,2388.16,8163.05,8.4681,0.03,395,2388,100,38.84,23.2984,1,643.28,1600.34,1414.17,552.55,2388.12,9085.1,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0023,-0.0004,100,518.67,14.62,21.61,1.3,47.59,521.63,2388.1,8134.36,8.4309,0.03,394,2388,100,38.92,23.3526,0,642.93,1590.55,1406.1,553.96,2388.1,9054.87,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0003,0.0,100,518.67,14.62,21.61,1.3,47.99,520.53,2388.18,8140.09,8.4903,0.03,395,2388,100,38.53,23.067,1,643.37,1596.99,1424.85,551.63,2388.19,9071.75,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0023,0.0004,100,518.67,14.62,21.61,1.3,47.94,520.61,2388.16,8133.37,8.4937,0.03,392,2388,100,38.64,23.2471,0,642.88,1591.47,1414.13,552.84,2388.18,9060.38,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0026,0.0004,100,518.67,14.62,21.61,1.3,47.26,521.96,2387.94,8145.3,8.4253,0.03,392,2388,100,38.94,23.4705,0,642.13,1576.83,1403.8,553.48,2387.98,9066.21,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0001,-0.0004,100,518.67,14.62,21.61,1.3,47.58,521.24,2388.06,8155.54,8.465,0.03,393,2388,100,38.79,23.2483,0,643.15,1591.64,1407.03,553.16,2388.07,9080.98,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0001,0.0002,100,518.67,14.62,21.61,1.3,47.25,522.01,2388.14,8136.44,8.4658,0.03,393,2388,100,38.92,23.3552,0,642.19,1590.91,1401.92,553.48,2388.02,9057.61,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.002,0.0,100,518.67,14.62,21.61,1.3,47.45,521.64,2388.05,8141.17,8.4381,0.03,391,2388,100,38.86,23.3496,0,642.82,1583.95,1403.59,554.73,2388.05,9060.68,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.002,-0.0004,100,518.67,14.62,21.61,1.3,47.54,521.39,2388.08,8136.54,8.4084,0.03,395,2388,100,39.01,23.3704,0,642.36,1584.24,1405.89,553.15,2388.07,9057.75,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0041,0.0003,100,518.67,14.62,21.61,1.3,47.58,521.7,2388.1,8140.04,8.417,0.03,393,2388,100,39.05,23.3361,0,642.32,1587.98,1400.62,553.68,2388.15,9063.38,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0019,-0.0002,100,518.67,14.62,21.61,1.3,47.98,519.84,2388.21,8147.84,8.5044,0.03,395,2388,100,38.55,23.0596,1,643.47,1596.54,1422.41,551.76,2388.18,9077.19,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0009,-0.0001,100,518.67,14.62,21.61,1.3,47.21,522.19,2388.05,8152.35,8.4007,0.03,393,2388,100,38.95,23.3807,0,643.0,1581.44,1398.11,554.15,2388.1,9071.75,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0022,0.0,100,518.67,14.62,21.6,1.3,47.48,521.62,2388.01,8140.8,8.3655,0.03,391,2388,100,38.98,23.427,0,641.95,1590.86,1397.56,554.15,2388.06,9058.54,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0012,0.0004,100,518.67,14.62,21.61,1.3,47.64,520.78,2388.12,8141.56,8.4758,0.03,393,2388,100,38.6,23.2537,0,642.18,1593.13,1417.33,552.5,2388.15,9062.8,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0012,0.0003,100,518.67,14.62,21.61,1.3,47.06,521.95,2388.03,8132.31,8.3855,0.03,391,2388,100,38.96,23.413,0,641.5,1577.74,1394.51,554.17,2388.0,9059.11,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.002,0.0001,100,518.67,14.62,21.61,1.3,47.56,521.24,2388.07,8150.2,8.4628,0.03,394,2388,100,38.76,23.2231,0,643.15,1590.94,1411.91,553.13,2388.13,9070.7,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0033,0.0003,100,518.67,14.62,21.61,1.3,47.14,521.67,2388.09,8147.45,8.443,0.03,393,2388,100,39.0,23.3091,0,642.76,1587.73,1406.99,554.34,2388.07,9077.65,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0042,-0.0004,100,518.67,14.62,21.61,1.3,47.27,522.54,2387.98,8148.12,8.4417,0.03,390,2388,100,38.98,23.4416,0,641.96,1584.48,1398.87,553.94,2388.04,9068.2,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0025,-0.0001,100,518.67,14.62,21.61,1.3,47.47,521.74,2388.1,8143.41,8.4229,0.03,393,2388,100,38.82,23.2814,0,642.41,1584.39,1398.68,553.67,2388.05,9061.62,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0004,0.0001,100,518.67,14.62,21.61,1.3,47.28,522.19,2388.1,8132.28,8.4071,0.03,391,2388,100,39.03,23.2707,0,642.17,1581.59,1399.54,554.45,2388.1,9053.62,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0046,-0.0004,100,518.67,14.62,21.61,1.3,47.6,521.46,2388.09,8154.96,8.4713,0.03,394,2388,100,38.56,23.2454,0,642.52,1590.76,1402.63,551.64,2388.12,9080.27,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0018,0.0004,100,518.67,14.62,21.61,1.3,47.52,521.88,2388.07,8142.35,8.4537,0.03,394,2388,100,38.88,23.2703,0,642.9,1587.62,1409.01,554.46,2388.04,9062.26,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0005,0.0001,100,518.67,14.62,21.61,1.3,47.64,520.92,2388.17,8142.64,8.4814,0.03,395,2388,100,38.75,23.3095,0,642.7,1600.21,1417.73,553.35,2388.15,9062.19,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0002,-0.0004,100,518.67,14.62,21.61,1.3,47.27,522.07,2388.02,8142.28,8.4497,0.03,392,2388,100,38.92,23.4204,0,642.16,1588.7,1403.15,553.91,2388.02,9064.33,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0006,0.0001,100,518.67,14.62,21.61,1.3,47.12,522.21,2387.97,8150.72,8.425,0.03,391,2388,100,38.88,23.4058,0,641.72,1584.75,1396.3,553.76,2388.05,9058.29,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0015,-0.0001,100,518.67,14.62,21.61,1.3,47.42,521.63,2388.0,8160.56,8.3977,0.03,392,2388,100,38.87,23.4452,0,642.3593181,1580.88559,1399.93719,553.7035912,2388.003899,9088.286316,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0015,-0.0002,100,518.67,14.62,21.61,1.3,47.37,521.91,2388.06,8140.77,8.4086,0.03,394,2388,100,38.92,23.3895,0,642.1,1591.54,1409.35,554.03,2388.03,9057.65,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0012,-0.0001,100,518.67,14.62,21.61,1.3,47.36,522.1,2388.03,8164.54,8.3969,0.03,392,2388,100,38.96,23.3868,0,642.75,1581.33,1402.7,553.69,2388.03,9085.19,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0029,-0.0002,100,518.67,14.62,21.61,1.3,47.63,520.68,2388.17,8130.54,8.4599,0.03,395,2388,100,38.66,23.3203,0,642.74,1592.28,1415.14,553.27,2388.18,9056.69,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0022,0.0004,100,518.67,14.62,21.61,1.3,47.18,522.4,2388.03,8140.65,8.4304,0.03,393,2388,100,39.19,23.3667,0,642.56,1587.85,1401.8,554.13,2388.03,9060.89,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0005,0.0001,100,518.67,14.62,21.61,1.3,47.87,520.45,2388.23,8124.62,8.447,0.03,393,2388,100,38.76,23.2447,0,643.04,1590.63,1409.01,553.73,2388.12,9046.11,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0004,0.0,100,518.67,14.62,21.61,1.3,47.66,521.16,2388.12,8146.65,8.4461,0.03,395,2388,100,38.79,23.3532,0,643.14,1595.06,1410.27,553.29,2388.05,9061.36,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0043,-0.0002,100,518.67,14.62,21.61,1.3,47.92,520.97,2388.12,8264.65,8.4938,0.03,396,2388,100,38.5,23.0366,1,642.95,1604.22,1419.28,551.99,2388.05,9207.82,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0014,0.0005,100,518.67,14.62,21.61,1.3,47.52,521.21,2388.09,8132.82,8.4326,0.03,393,2388,100,38.86,23.2612,0,642.53,1588.48,1405.43,553.7,2388.09,9055.24,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0003,0.0005,100,518.67,14.62,21.61,1.3,48.17,519.22,2388.3,8118.21,8.5298,0.03,396,2388,100,38.24,23.1925,1,643.34,1604.03,1441.49,551.1,2388.32,9050.0,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0002,-0.0005,100,518.67,14.62,21.61,1.3,47.48,521.55,2388.1,8130.92,8.4333,0.03,395,2388,100,38.7,23.1905,0,642.06,1583.56,1409.31,553.61,2388.09,9055.66,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0021,0.0004,100,518.67,14.62,21.61,1.3,47.17,521.82,2387.99,8138.21,8.4418,0.03,392,2388,100,39.0,23.3785,0,642.6,1583.21,1405.55,554.18,2388.03,9050.81,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0037,-0.0001,100,518.67,14.62,21.61,1.3,47.57,522.08,2388.11,8138.63,8.4232,0.03,392,2388,100,38.87,23.3397,0,642.71,1593.25,1399.43,554.61,2388.09,9057.79,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0022,-0.0004,100,518.67,14.62,21.61,1.3,47.38,521.98,2388.09,8127.47,8.4234,0.03,391,2388,100,38.65,23.4326,0,642.82,1586.15,1409.8,553.39,2388.1,9042.21,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0016,-0.0002,100,518.67,14.62,21.61,1.3,47.72,520.91,2388.13,8132.5,8.4338,0.03,394,2388,100,38.85,23.3112,0,642.36,1591.77,1411.79,552.92,2388.07,9056.95,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0039,-0.0004,100,518.67,14.62,21.61,1.3,47.58,521.24,2388.05,8153.92,8.4238,0.03,394,2388,100,38.78,23.2459,0,642.67,1593.69,1407.61,554.03,2388.05,9075.76,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.002,0.0,100,518.67,14.62,21.61,1.3,47.97,520.36,2388.17,8182.35,8.5025,0.03,396,2388,100,38.63,23.2225,1,643.02,1598.97,1418.0,552.08,2388.09,9103.52,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.002,-0.0001,100,518.67,14.62,21.61,1.3,47.7,521.22,2388.16,8138.16,8.452,0.03,393,2388,100,38.74,23.3513,0,642.52,1596.09,1409.04,553.2,2388.1,9059.97,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0003,0.0,100,518.67,14.62,21.61,1.3,47.79,520.7,2388.15,8144.19,8.4811,0.03,394,2388,100,38.68,23.2257,1,643.36,1594.81,1420.22,552.73,2388.11,9066.42,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0047,-0.0003,100,518.67,14.62,21.61,1.3,47.58,521.51,2388.14,8131.52,8.4777,0.03,392,2388,100,38.93,23.2715,0,642.6,1598.13,1408.12,554.02,2388.15,9054.15,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0044,-0.0004,100,518.67,14.62,21.61,1.3,47.82,520.83,2388.13,8133.19,8.484,0.03,392,2388,100,38.74,23.2042,0,642.95,1590.52,1414.98,553.04,2388.13,9060.99,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0034,0.0002,100,518.67,14.62,21.61,1.3,47.62,521.11,2388.12,8148.05,8.4684,0.03,394,2388,100,38.73,23.329,0,642.76,1596.63,1411.8,553.43,2388.13,9066.29,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0045,-0.0004,100,518.67,14.62,21.61,1.3,47.49,521.47,2388.09,8149.31,8.4553,0.03,393,2388,100,38.94,23.2976,0,642.17,1589.11,1415.55,552.79,2388.09,9065.47,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0041,0.0004,100,518.67,14.62,21.61,1.3,47.62,522.16,2388.09,8133.68,8.4187,0.03,392,2388,100,39.03,23.2194,0,643.29,1586.69,1408.81,553.56,2388.01,9067.98,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0051,-0.0002,100,518.67,14.62,21.61,1.3,47.35,522.25,2388.1,8140.75,8.4,0.03,391,2388,100,38.9,23.3643,0,642.14,1589.38,1402.89,553.66,2388.02,9057.43,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.002,0.0001,100,518.67,14.62,21.61,1.3,47.59,521.1,2388.07,8143.06,8.4479,0.03,392,2388,100,38.79,23.3209,0,642.84,1587.37,1403.4,553.55,2388.12,9065.87,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0007,0.0003,100,518.67,14.62,21.61,1.3,47.54,521.26,2388.1,8144.57,8.4445,0.03,392,2388,100,38.8,23.4838,0,643.03,1593.34,1404.31,553.47,2388.1,9059.55,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0033,-0.0003,100,518.67,14.62,21.61,1.3,47.46,521.96,2388.05,8144.03,8.4012,0.03,393,2388,100,38.92,23.4119,0,642.53,1585.65,1409.72,554.65,2388.07,9059.7,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0008,0.0005,100,518.67,14.62,21.61,1.3,47.69,521.03,2388.13,8123.24,8.4211,0.03,393,2388,100,38.77,23.2853,0,642.75,1594.28,1407.62,553.73,2388.13,9043.36,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0019,0.0002,100,518.67,14.62,21.61,1.3,47.72,521.16,2388.2,8148.69,8.4698,0.03,395,2388,100,38.62,23.1908,0,642.84,1600.93,1414.9,552.35,2388.19,9087.51,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0035,0.0001,100,518.67,14.62,21.61,1.3,47.45,521.17,2388.13,8129.44,8.4341,0.03,393,2388,100,38.82,23.3923,0,642.2,1597.99,1407.45,553.67,2388.1,9048.29,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0005,-0.0005,100,518.67,14.62,21.61,1.3,47.7,521.45,2388.11,8167.32,8.4611,0.03,395,2388,100,38.74,23.1203,0,643.22,1597.64,1416.13,553.01,2388.13,9085.43,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0008,0.0002,100,518.67,14.62,21.61,1.3,47.5,521.24,2388.1,8227.97,8.4948,0.03,394,2388,100,38.48,23.1341,1,643.05,1594.96,1406.19,553.86,2388.05,9155.81,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0004,0.0003,100,518.67,14.62,21.61,1.3,47.63,522.23,2388.08,8136.91,8.4103,0.03,394,2388,100,38.92,23.3384,0,642.6143121,1592.691874,1406.054644,553.3789887,2388.149861,9062.980505,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0048,-0.0002,100,518.67,14.62,21.61,1.3,47.88,520.51,2388.16,8164.37,8.4637,0.03,395,2388,100,38.54,23.1174,0,643.44,1593.83,1420.14,552.07,2388.17,9083.96,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0017,0.0,100,518.67,14.62,21.61,1.3,47.36,522.26,2388.01,8148.71,8.3883,0.03,390,2388,100,39.02,23.4115,0,642.11,1585.7,1407.16,554.14,2387.98,9075.29,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0013,-0.0003,100,518.67,14.62,21.61,1.3,47.54,521.37,2388.03,8142.06,8.4124,0.03,394,2388,100,39.1,23.3463,0,642.71,1585.42,1405.28,554.41,2388.12,9059.45,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0001,0.0002,100,518.67,14.62,21.61,1.3,48.01,520.01,2388.14,8220.31,8.5171,0.03,397,2388,100,38.46,23.0356,1,643.26,1603.84,1426.84,551.63,2388.18,9148.5,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.002,-0.0002,100,518.67,14.62,21.61,1.3,47.1,522.41,2387.99,8142.28,8.4239,0.03,391,2388,100,39.05,23.4335,0,642.03,1578.55,1390.2,554.3,2387.97,9062.59,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.003,0.0,100,518.67,14.62,21.61,1.3,47.58,521.37,2388.11,8134.78,8.4601,0.03,391,2388,100,38.77,23.2702,0,642.96,1580.19,1405.5,554.06,2388.05,9063.23,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0002,0.0002,100,518.67,14.62,21.61,1.3,47.7,521.71,2388.16,8148.55,8.4729,0.03,394,2388,100,38.83,23.3215,0,643.05,1586.83,1408.93,554.13,2388.07,9066.67,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.002,0.0001,100,518.67,14.62,21.61,1.3,47.6,521.47,2388.07,8141.32,8.4538,0.03,392,2388,100,38.76,23.3412,0,642.22,1594.91,1407.94,553.78,2388.12,9054.43,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0027,-0.0001,100,518.67,14.62,21.61,1.3,47.02,522.29,2388.02,8137.21,8.3873,0.03,389,2388,100,39.12,23.469,0,642.64,1595.07,1399.16,554.44,2388.01,9053.89,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0046,0.0002,100,518.67,14.62,21.61,1.3,48.05,520.44,2388.12,8205.35,8.4948,0.03,396,2388,100,38.53,23.0528,1,643.08,1600.58,1426.46,551.96,2388.11,9134.47,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0025,0.0004,100,518.67,14.62,21.61,1.3,47.91,520.15,2388.18,8143.87,8.4889,0.03,395,2388,100,38.44,23.2362,0,643.24,1601.51,1420.05,552.21,2388.16,9063.12,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.001,-0.0005,100,518.67,14.62,21.61,1.3,47.33,521.2,2388.03,8172.98,8.4651,0.03,391,2388,100,38.86,23.2964,0,642.67,1588.73,1402.08,553.87,2388.04,9097.55,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0016,0.0003,100,518.67,14.62,21.61,1.3,47.56,521.67,2388.15,8138.66,8.4485,0.03,393,2388,100,38.85,23.3431,0,643.11,1583.9,1404.13,553.25,2388.1,9049.63,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0003,-0.0004,100,518.67,14.62,21.61,1.3,47.22,522.29,2388.05,8145.23,8.3837,0.03,393,2388,100,38.98,23.3774,0,642.75,1583.4,1402.17,554.85,2388.0,9068.09,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0034,-0.0001,100,518.67,14.62,21.61,1.3,47.44,521.96,2388.08,8149.4,8.3993,0.03,393,2388,100,39.0,23.2129,0,642.17,1584.67,1398.66,554.4,2388.07,9068.35,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0028,-0.0001,100,518.67,14.62,21.61,1.3,47.39,521.93,2388.03,8147.28,8.443,0.03,392,2388,100,38.9,23.3328,0,642.51,1582.33,1410.22,554.11,2388.14,9063.23,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0019,0.0001,100,518.67,14.62,21.61,1.3,48.05,520.81,2388.11,8186.41,8.5237,0.03,397,2388,100,38.39,22.9777,1,643.68,1606.65,1431.78,551.36,2388.16,9118.87,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0005,0.0002,100,518.67,14.62,21.61,1.3,47.28,521.92,2388.04,8180.34,8.4062,0.03,393,2388,100,38.68,23.423,0,642.02,1595.99,1407.25,553.91,2388.03,9098.69,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0006,-0.0003,100,518.67,14.62,21.61,1.3,47.62,521.77,2388.08,8183.12,8.4167,0.03,394,2388,100,38.78,23.2869,0,642.59,1589.32,1411.14,553.46,2388.03,9105.62,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0016,-0.0002,100,518.67,14.62,21.61,1.3,47.43,521.58,2388.06,8137.86,8.4423,0.03,393,2388,100,39.07,23.3093,0,642.74,1579.87,1402.52,554.25,2388.08,9059.87,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0012,0.0,100,518.67,14.62,21.61,1.3,47.95,520.74,2388.18,8161.31,8.4963,0.03,396,2388,100,38.51,23.1421,1,642.99,1603.0,1424.73,551.58,2388.11,9098.74,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0001,0.0002,100,518.67,14.62,21.61,1.3,47.92,519.99,2388.16,8162.72,8.511,0.03,396,2388,100,38.45,23.1421,1,643.34,1603.8,1423.72,551.86,2388.16,9092.91,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
0.0019,-0.0004,100,518.67,14.62,21.61,1.3,47.48,521.3,2388.12,8142.15,8.4081,0.03,394,2388,100,38.92,23.308,0,643.24,1589.98,1407.02,554.06,2388.06,9063.89,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
-0.0021,0.0002,100,518.67,14.62,21.61,1.3,47.23,522.45,2387.93,8142.79,8.4076,0.03,392,2388,100,39.01,23.4664,0,642.13,1590.98,1392.22,554.57,2387.97,9066.54,4447.008547,-36.83760684,32.47863248,6.670940171,3185.470085,4134.188034
